english,luganda,source
After high school she joined a vocation institute.,Bwe yamalako sekendule yagenda kukola koosi.,kambale
He has ill manners.,Alina empisa embi.,kambale
Solar lights were installed on the streets.,Amakubo gaassibwako amataala agakolera ku maanyi g'enjuba.,kambale
Some communities have banned nightclubs due to immoral acts.,Ebitundu ebimu biweze ebiduula by'ekiro olw'ebikola ebibi.,kambale
We should support the orphans.,Tulina okuyamba bamulekwa.,kambale
We had noise in the neighborhood and woke up.,Twawulira oluyogaano ku muliraano ne tuzuukuka.,kambale
What are chronic diseases?,Endwadde ez'olukonvuba ze zitya?,kambale
He had been selected to be president to lead the football team.,Yali yalondebwa okuba pulezidenti akulembera ttiimu y'omupiira.,kambale
These leaders are selfish.,Abakulembeze bano beeyagaliza bokka.,kambale
Every person needs privacy at a certain moment in time.,Buli muntu yeetaaga obwekisize mu budde obumu.,kambale
People with similar origins work well together.,Abantu abasibuka mu bitundu bye bimu kibanguyira okukolera awamu.,kambale
Ugandans were grappling with the re-emergence of safe houses as torture havens.,Bannayuganda baali bameggana n'okuzuukusibwa kw'amayumba agatulugunyizibwamu.,kambale
The ministry declared the country free from ebola after a massive check-up.,Minisitule yalangiridde eggwanga obutaba na bulwadde bwa Ebola oluvanyuma lw'okukebera abangi.,kambale
It is being enforced by both oversight bodies.,Kikubirizibwa ebitongole ebibiri ebirondoola.,kambale
You are free to enter.,Oli wa ddembe okuyingira.,kambale
The conflict has encouraged robbery and theft.,Akakuubagano kavuddemu obwa kkondo n'obubbi.,kambale
The Federal Communication Commission requires that all broadcast advertising declare who is paying it.,Ekitongole eky'ebyempuliziganya kyeetaaga ebirango byonna eby'okumpewo bitegeerwe ani abisasulira.,kambale
The district leaders will send sex education messages to the girls.,Abakulembeze ba disitulikiti baakuweereza obubaka obukwata ku kwegatta eri abawala.,kambale
The district leader blocked the diversion of funds.,Omukulembeze wa disitulikiti yalemesezza okukozesa ensimbi ebintu ebirala.,kambale
If you think education is expensive try ignorance.,Bwoba olowooza nti okusoma kwa bbeyi gezaako obutamanya.,kambale
Some people from foreign countries have never seen barkcloth in their lives.,Abantu abamu abava mu mawanga amalala tebalabangako mbugo mu bulamu bwabwe.,kambale
The mob has been arrested for not respecting the law.,Abaatwalidde amateeka mu ngalo bakwatiddwa olw'obutassa kitiibwa mu mateeka.,kambale
Every business needs to pay its taxes on time.,Buli bizinensi yeetaaga okusasula omusolo gwayo mu budde.,kambale
What is involved in looking after a dog?,Biki ebizingirwa mu kulabirira embwa?,kambale
The entrance fee was really high.,Ssente z'okuyingira mu butuufu zaali nnyingi.,kambale
You can easily contact your beloved ones via phone.,Osobola okwanguyizibwa okuwuliziganya n'abaagalwabo ku ssimu.,kambale
Some disorders can be inherited.,Obulemu obumu busobola okuba nga bwa nsikirano.,kambale
That girl has graduated with very good scores.,Omuwala oyo atikiddwa era ayise bulungi.,kambale
He couldn't afford to pay his tuition.,Yali tasobola kwesasulira bisale bya yunivasite.,kambale
The suspect escaped to another country after murdering his brother.,Ateeberezebwa okutta yaddukira mu nsi endala oluvannyuma lw'okutta muganda we.,kambale
I have not yet attended any of these meetings.,Sigendangako wadde mu lumu ku nkungaana ezo.,kambale
The police sent officers to the village to investigate the old woman's murder.,Poliisi yaweereza abapoliisi baayo mu kyalo banoonyereze ku kuttibwa kwa mukazi mukulu.,kambale
How many people attended the meeting?,Bantu bameka abaali mu lukungaana.,kambale
The landlord collects rent at the end of every month.,Nnanyini nnyumba akungaanya ssente z'obupangisa ku buli nkomerero y'omwezi.,kambale
There are two entrances to the venue.,Waliwo awayingirirwa wa mirundi ebiri.,kambale
The public ought to realise the role of institutions in their midst.,Abantu basaana okumanya omugaso gw'amatendekero gye bali.,kambale
It was unfair for the boss to give large bonuses to the employees he favors.,Tekyali kya bwenkanya mukama waffe okuwa ssente nnyingi eza boonasi eri abakozi b'ayagala.,kambale
We arrived from the village yesterday.,Twatuuse okuva mu kyalo jjo.,kambale
The Electoral Commission is recruiting polling assistants in Kampala district.,Ekitongole ky'eby'okulonda kinoonya abanaakiyambako mu mirimu gyakyo mu disitulikiti y'e Kampala.,kambale
People should share knowledge in their language groups.,Abantu basaanidde okugabana okumanya n'abantu aboogera olulimi lwabwe.,kambale
Why should I support the government?,Lwaki nnina okuwagira gavumenti?,kambale
The girl said she hopes to resume school next year.,Omuwala yagambye nti asuubira okuddamu okusoma omwaka ogujja.,kambale
Most of the national team players come from our home village.,Abazannyi abasinga obungi abali ku ttiimu y'eggwanga bava ku kyalo kyaffe.,kambale
Ugandans started an online petition to save Murchison falls.,Bannayuganda baatandise okujulira okw'oku mutimbagano okutaasa ebiyiriro bya Murchison.,kambale
I want to get rich.,Njagala kugaggawala.,kambale
Many people lost their lives over the bridge.,Abantu bangi baafiirwa obulamu bwabwe ku lutindo.,kambale
Some of the diseased leaves have dried up.,Ebimu ku bikoola ebirwadde bikaze.,kambale
Which process do you follow to get a work permit?,Oyita mu mitendera ki okufuna ekiwandiiko ekikukkiriza okukola?,kambale
The government has facilitated the establishment of schools bridges solar panels in Arua.,Gavumenti eyambyeko mu kuzimba amasomero entindo n'amasannyalaze g'enjuba mu Arua.,kambale
Cooperatives offer technical support to farmers.,Ebibiina by'obwegassi biwa abalimi amagezi ag'ekikugu.,kambale
The awarding ceremony was very organized.,Omukolo gw'okugaba awaadi gwali mutegeke bulungi.,kambale
My grandmother gave me chicken when I visited her.,Jjajja wange omukazi yampa enkoko bwe nnagenda okumukyalira.,kambale
Health workers have worked hard to save people's lives during the pandemic.,Abasawo bakoze nnyo okutaasa obulamu bw'abantu mu kiseera ky'ekirwadde.,kambale
The suspect has been sent to prison.,Ateeberezebwa asindikiddwa mu kkomera.,kambale
Staff recruitment was strictly by merit and given to those who passed interviews.,Okuyingiza abakozi kw'akoleddwa okusinziira ku busobozi era gyaweereddwa abo abaayise okugezesebwa.,kambale
Farmers in Lwengo district lack enough market for their agricultural produce.,Abalimi mu disitulikiti y'e Lwengo tebalina butale bumala obw'ebirime byabwe.,kambale
It is alleged that the ambulances were donated by the government.,Kiteeberezebwa nti emmotoka ezitambuza abalwadde zatonebwa gavumenti.,kambale
The two countries will work together.,Amawanga gano abiri gajja kukolera wamu.,kambale
Majority of heart complications in Uganda are referred to other countries.,Abantu abalina obuzibu ku mitima mu Uganda ebiseera ebisinga basindikibwa mu nsi ndala.,kambale
Why are they doing nothing about the rearrests?,Lwaki tebalina kye bakolawo ku bantu abaddamu okukwatibwa?,kambale
Kaggwa served the Legislative Assembly from two thousand one to two thousand six.,Kaggwa yaweereza akakiiko akakozi k'amateeka okuva mu nkumi bbiri mu gumu okutuuka ku nkumi bbiri mu mukaaga.,kambale
The doctor told the press there were no guidelines to contain the virus.,Dokita yagamba bannamawulire nti tewaliiwo bulagirizi bwonna ku ngeri y'okulwanyisaamu ekirwadde.,kambale
They should be organised into groups.,Balina okutegekebwa mu bibinja.,kambale
This is out of concern of the continued threats and arrests of journalists,Kino kikoleddwa olw'obweraliikirivu obuliwo olwa bannamawulire abeeyongedde okutiisibwatiisibwa n'okukwatibwa.,kambale
Every politician is trying to gain support because of the upcoming elections.,Buli munnabyabufuzi agezaako okunoonya obuwagizi olw'okulonda okujja.,kambale
An air-conditioned office is good in Kampala.,Woofiisi eyisa obulungi empewo nnungi mu Kampala,kambale
I didn’t lay my bed in the morning.,Saayaze buliri bwange ku makya.,kambale
The executive committee mismanaged the club's funds.,Akakiiko akakulu kaakwata bubi ensimbi za kiraabu.,kambale
The medical department and the people are working together to contain the virus.,Ekitongole ekijjanjabi wamu n'abantu bakolera wamu okusobola okufufugaza akawuka.,kambale
The management should improve administration investigation.,Akakiiko akakulembera kalina okulongoosa okunonyereza kw'abakozi.,kambale
The high levels of water in the Nile brought about the flooding.,Obungi bw'amazzi mu Nile bwaleeseewo amataba.,kambale
The ruling party strongly believes that they are going to win the upcoming elections.,Ekibiina ekiri mu buyinza kirina okukkiriza nti bajja kuwangula okulonda okujja.,kambale
The shelves of the shop were empty.,Amasa g'omudduuka gaali makalu.,kambale
The district officials have to be commended for controlling tuberculosis.,Abakungu ba disitulikiti balina okwebazibwa olw'okutangira obulwadde bw'akafuba.,kambale
Artists in art school learn by studying artists like Leonardo Da Vinci's artworks.,Bannabisiige mu masomero g'okusiiga bayiga nga basoma ku bisiige nga ebya Leonardo Da Vinci.,kambale
Maintaining cities is costly.,Okulabirira ebibuga kya buseere.,kambale
Police officers often cover for each other when involved in crime.,Abapoliisi babikirira bannaabwe kasita babeera nga beenyigidde mu musango.,kambale
It is always good to determine the resale value of a used car.,Bulijjo kirungi okumanya omuwendo gw'emmotoka ekozeeko.,kambale
They also donated hoes and maize seeds.,Era baagabye enkumbi n'ensigo za kasooli.,kambale
Uganda is in good company.,Uganda eri mu nkolagana nnungi.,kambale
People are no longer allowed in court for the fear of coronavirus,Abantu tebakyakkirizibwa mu kkooti olw'okutya kw'akawuka ka ssenyigga omukambwe,kambale
The East African newspaper advocated for deeper integrations to heal the fissures within.,Olupapula lw'amawulire ga East Afirika lwasaba wabeewo okwegatta okwomunda okusobozesa okuggyawo enjawukana.,kambale
In which year were you born?,Wazaalibwa mu mwaka ki?,kambale
Smokers usually end up with rotten lungs.,Abanywi ba sigala emirundi egisinga bakomekkereza bavunze amawuggwe.,kambale
The electoral commission did not consult stakeholders when portraying the election road map.,Akakiiko k'ebyokulonda tekeebuuza ku be kikwatako nga kafulumya ebinaagobereerwa mu kulonda.,kambale
What causes people to abandon office?,Kiki ekireetera abantu okusuulawo woofiisi?,kambale
Fire is very destructive.,Omuliro gusaanyaawo ebintu.,kambale
She is a great nurse and I am grateful for her.,Musawo mulungi era mwenyumirizaamu.,kambale
China has been under total lockdown for a year.,China emaze omwaka ng'eri mu muggalo ogw'amaanyi.,kambale
Where do you come from?,Ewammwe ye wa?,kambale
Witch-hunting is common in public office which can result in false allegations,Okunoonya abeeraguze kungi mu woofiisi z'olukale ekiyinza okuviiramu okuwayiriza.,kambale
My prosperity comes from others.,Enkulaakulana yange ngifuna kuva mu bantu balala.,kambale
Do u think this academic year should be cancelled?,Olowooza omwaka gw'ebyensoma guno gulina okusazibwamu?,kambale
We need a place where we can grow crops.,Twetaaga ekifo aw'okulimira emmere.,kambale
The best three in the race were awarded medals.,Abasatu abaasinga mu misinde baaweebwa emidaali.,kambale
I asked the President what he thought of the candidate.,Nnabuuza pulezidenti kye yali alowooza ku oyo eyali yeesimbyewo.,kambale
A dirty environment hinders business growth because it chases away customers.,Ekifo ekikyafu kizingamya okukula kwa bizinesi kubanga kigoba abaguzi.,kambale
The market owner told all the vendors to register with him.,Nannyini katale yagamba abasuubuzi okwewandiisa naye.,kambale
Exile is when one is barred from their country for political purposes.,Okuwanganguka ye muntu okukugirwa okudda mu ggwanga lye olw'ebyobufuzi.,kambale
My neighbor was strangled by unknown men.,Muliraanwa wange yatugibwa abasajja abatamanyiddwa.,kambale
Agriculture becomes difficult in dry areas.,Obulimi n'obulunzi bifuuka kuzibu mu bitundu ebirimu omusana.,kambale
The number of coronavirus infections has globally declined.,Omuwendo gw'abakwatibwa ekirwadde kya korona mu nsi yonna gukendedde.,kambale
He is confident that he will still represent the people of Ayivu west in parliament.,Muvumu nti ajja kusigala ng'akiikirira abantu b'e Ayivu west mu paalamenti.,kambale
The city is overpopulated.,Ekibuga kirimu abantu bangi.,kambale
Local government plays an important role in the fight against gender-based violence.,Gavumenti z'ebitundu zikola omulimu gw'amaanyi mu kulwanyisa obutabanguko obwekuusa ku kikula ky'abantu.,kambale
There is an increase in teenage pregnancies these days.,Ennaku zino omuwendo gw'abawala abatiini abafuna emboto gweyongedde obungi.,kambale
The old buildings in all city authority schools are under renovation.,Ebizimbe ebikadde mu masomero ga KCCA biri mu kudaabirizibwa.,kambale
They were captured on the security camera breaking into the house.,Kamera y'eby'okwerinda yabakwata nga bamenya okuyingira mu nnyuma eyo.,kambale
The refugees have been warned to stay in Uganda for their own security.,Abanoonyiboobubudamu balabuddwa okusigala mu Uganda olw'ebyokwerinda byabwe.,kambale
He will provide support with financial support to the team.,Ajja kuyamba ttiimu n'obuyambi bwa ssente.,kambale
This is because of the network effects enjoyed by social media.,Kino kiriwo lwa bulungi bw'amayengo agakwasaganya emikutu gimukwanirawala.,kambale
Most ministers possess big farms.,Ba minisita bangi balina faamu ennene.,kambale
He lost his money in sports betting.,Yafiirwa ssente mu zaala w'eby'emizannyo.,kambale
